season,year,Q,lambda
Ann,1822,2874.22197452295,0
Ann,1823,3851.75466832276,0
Ann,1824,4124.69213402745,0
Ann,1825,1579.14443361052,0
Ann,1826,2237.27702357544,0
Ann,1827,2241.27987308034,0
Ann,1828,3440.86274738403,0
Ann,1829,5117.27569761919,0
Ann,1830,4518.68286538082,0
Ann,1831,3555.73876589902,0
Ann,1832,1896.5308982439,0
Ann,1833,2167.23583064664,0
Ann,1834,2732.77795041105,0
Ann,1835,2763.00220440046,0
Ann,1836,3050.70555937284,0
Ann,1837,4201.47550056359,0
Ann,1838,4063.521223899,0
Ann,1839,3692.52360609105,0
Ann,1840,3603.12175461832,0
Ann,1841,1848.94912366521,0
Ann,1842,2135.40063599399,0
Ann,1843,4720.19130546013,0
Ann,1844,5041.0537703926,0
Ann,1845,3865.67167992644,0
Ann,1846,3514.39877253733,0
Ann,1847,3673.9576499554,0
Ann,1848,3450.52309602477,0
Ann,1849,4559.35026426979,0
Ann,1850,5301.90776120662,0
Ann,1851,3435.86042479695,0
Ann,1852,3300.18091283895,0
Ann,1853,5339.75141681246,0
Ann,1854,3552.12781167863,0
Ann,1855,3099.10327895543,0
Ann,1856,3585.80296586028,0
Ann,1857,4454.08839374675,0
Ann,1858,4231.3099552758,0
Ann,1859,4877.36695767291,0
Ann,1860,2527.69200611134,0
Ann,1861,3873.42314370959,0
Ann,1862,2983.18748558993,0
Ann,1863,2986.17791803306,0
Ann,1864,2378.32473866966,0
Ann,1865,2487.76859227699,0
Ann,1866,275.407131729206,0
Ann,1867,2486.26240171538,0
Ann,1868,3856.28770843167,0
Ann,1869,3861.56022225086,0
Ann,1870,3670.9394497863,0
Ann,1871,3897.49964904813,0
Ann,1872,2713.32666082647,0
Ann,1873,3427.62379528278,0
Ann,1874,3589.07433448967,0
Ann,1875,1230.11292823388,0
Ann,1876,2464.63244588316,0
Ann,1877,4248.31877007042,0
Ann,1878,1901.63346354592,0
Ann,1879,1275.68773745018,0
Ann,1880,942.565184247228,0
Ann,1881,3911.69622859584,0
Ann,1882,3751.59003878359,0
Ann,1883,3059.89276221105,0
Ann,1884,2501.23526102328,0
Ann,1885,3034.49473780787,0
Ann,1886,1062.97009470682,0
Ann,1887,2060.30608265641,0
Ann,1888,3005.98185024837,0
Ann,1889,4494.98238684064,0
Ann,1890,4372.2810109402,0
Ann,1891,4232.04680421346,0
Ann,1892,1650.61523585961,0
Ann,1893,2282.75135481647,0
Ann,1894,2233.06494117477,0
Ann,1895,2611.55706935048,0
Ann,1896,5537.74562271957,0
Ann,1897,4105.72596074336,0
Ann,1898,2956.10342216524,0
Ann,1899,3291.01627804081,0
Ann,1900,5452.00721663989,0
Ann,1901,5552.06207349635,0
Ann,1902,2712.96998301333,0
Ann,1903,4521.63248020432,0
Ann,1904,2606.20562695814,0
Ann,1905,852.414229505083,0
Ann,1906,3877.88023824212,0
Ann,1907,4428.11271936073,0
Ann,1908,3510.046882775,0
Ann,1909,4981.4121837406,0
Ann,1910,4322.33994470329,0
Ann,1911,2866.14964425797,0
Ann,1912,2543.76643814889,0
Ann,1913,3144.23503292366,0
Ann,1914,4025.79382989226,0
Ann,1915,4949.06778187081,0
Ann,1916,1164.49602636507,0
Ann,1917,2612.79268992203,0
Ann,1918,3292.87827910129,0
Ann,1919,5660.6682695455,0
Ann,1920,4822.01865604297,0
Ann,1921,3254.31235418255,0
Ann,1922,4099.35853680996,0
Ann,1923,2824.44243363463,0
Ann,1924,4245.50851586405,0
Ann,1925,2919.29873252442,0
Ann,1926,3321.43539629982,0
Ann,1927,2072.6569729028,0
Ann,1928,1290.10444992166,0
Ann,1929,2514.36313189788,0
Ann,1930,3220.56201250712,0
Ann,1931,4625.26346426973,0
Ann,1932,5615.57841989685,0
Ann,1933,2657.87169344894,0
Ann,1934,3036.56234956846,0
Ann,1935,2436.77481166338,0
Ann,1936,1831.8042856591,0
Ann,1937,3021.62092821194,0
Ann,1938,2886.65816725837,0
Ann,1939,2002.73324099401,0
Ann,1940,3577.6547282464,0
Ann,1941,4074.81526130189,0
Ann,1942,2015.17222648471,0
Ann,1943,1993.14567203717,0
Ann,1944,2581.62372296327,0
Ann,1945,3393.15508620787,0
Ann,1946,3108.70137368778,0
Ann,1947,2700.8846380779,0
Ann,1948,2663.77638617108,0
Ann,1949,4141.88966794711,0
Ann,1950,3384.20320045962,0
Ann,1951,4396.0698460057,0
Ann,1952,2782.64872511415,0
Ann,1953,3374.16159660908,0
Ann,1954,1975.40327039805,0
Ann,1955,1019.57145830214,0
Ann,1956,1506.59395043388,0
Ann,1957,4338.53024991837,0
Ann,1958,3954.94770875107,0
Ann,1959,4621.2300659334,0
Ann,1960,2329.71739444755,0
Ann,1961,1976.87206322976,0
Ann,1962,1654.22116442161,0
Ann,1963,4233.52354253057,0
Ann,1964,2555.54025283433,0
Ann,1965,1948.59232918194,0
Ann,1966,1625.09849630885,0
Ann,1967,4640.54230692632,0
Ann,1968,3370.74987225982,0
Ann,1969,4994.46936710854,0
Ann,1970,3024.38526828235,0
Ann,1971,2511.7587820988,0
Ann,1972,4618.38882898897,0
Ann,1973,3186.0760899212,0
Ann,1974,3410.28525555506,0
Ann,1975,3621.1305629959,0
Ann,1976,4768.07070669916,0
Ann,1977,2527.36758960775,0
Ann,1978,3576.40014916149,0
Ann,1979,3591.91366084163,0
Ann,1980,3810.28123613539,0
Ann,1981,1361.76515133353,0
Ann,1982,3952.96044004053,0
Ann,1983,3135.03574878536,0
Ann,1984,4266.19613409296,0
Ann,1985,3148.58761832984,0
Ann,1986,3278.19916141617,0
Ann,1987,5233.44830939708,0
Ann,1988,1775.25549689238,0
Ann,1989,3243.52097902009,0
Ann,1990,3463.79811386573,0
Ann,1991,1883.11298514759,0
Ann,1992,2018.14349478255,0
Ann,1993,2441.43107430832,0
Ann,1994,4402.85097855658,0
Ann,1995,6465.91070201097,0
Ann,1996,3169.71337369888,0
Ann,1997,1867.164769675,0
Ann,1998,3475.45974962964,0
Ann,1999,3484.38851613987,0
Ann,2000,3352.56676097698,0
Ann,2001,5657.43380071061,0
Ann,2002,3950.16291452296,0
Ann,2003,3935.1153185764,0
